[det(dog-2, A-1), nsubj(toy-6, dog-2), cop(toy-6, is-3), case(toy-6, with-4), det(toy-6, a-5), root(ROOT-0, toy-6), punct(toy-6, .-7)] 	[det(dog-2, A-1), nsubj(has-3, dog-2), root(ROOT-0, has-3), det(toy-5, a-4), dobj(has-3, toy-5), punct(has-3, .-6)] 	1
[det(woman-2, The-1), nsubj(carrying-4, woman-2), aux(carrying-4, is-3), root(ROOT-0, carrying-4), det(child-6, a-5), dobj(carrying-4, child-6), cc(carrying-4, and-7), conj:and(carrying-4, posing-8), case(photo-11, for-9), det(photo-11, a-10), nmod:for(posing-8, photo-11), punct(carrying-4, .-12)] 	[det(man-2, A-1), nsubj(taking-4, man-2), aux(taking-4, is-3), root(ROOT-0, taking-4), det(picture-6, a-5), dobj(taking-4, picture-6), case(couple-9, of-7), det(couple-9, a-8), nmod:of(picture-6, couple-9), cc(taking-4, and-10), nmod:poss(son-12, their-11), conj:and(taking-4, son-12), punct(taking-4, .-13)] 	163
[det(boy-3, An-1), amod(boy-3, Asian-2), nsubj(standing-8, boy-3), cc(boy-3, and-4), det(man-6, a-5), conj:and(boy-3, man-6), aux(standing-8, are-7), root(ROOT-0, standing-8), case(Starbucks-10, outside-9), nmod:outside(standing-8, Starbucks-10), punct(standing-8, .-11)] 	[det(boy-3, An-1), amod(boy-3, Asian-2), nsubj(smiling-9, boy-3), cc(boy-3, and-4), det(girl-7, an-5), amod(girl-7, Asian-6), conj:and(boy-3, girl-7), aux(smiling-9, are-8), root(ROOT-0, smiling-9), case(crowd-12, in-10), det(crowd-12, a-11), nmod:in(smiling-9, crowd-12), case(people-14, of-13), nmod:of(crowd-12, people-14), punct(smiling-9, .-15)] 	164
[det(crowd-2, A-1), nsubj(gathers-3, crowd-2), root(ROOT-0, gathers-3), case(speech-7, for-4), det(speech-7, an-5), amod(speech-7, important-6), nmod:for(gathers-3, speech-7), punct(gathers-3, .-8)] 	[det(hearing-2, A-1), nsubj(meeting-4, hearing-2), aux(meeting-4, is-3), root(ROOT-0, meeting-4), case(performance-7, for-5), det(performance-7, a-6), nmod:for(meeting-4, performance-7)] 	165
[nsubj(spinning-2, Children-1), root(ROOT-0, spinning-2), case(wheel-7, on-3), det(wheel-7, a-4), compound(wheel-7, glass-5), amod(wheel-7, rotating-6), nmod:on(spinning-2, wheel-7)] 	[nummod(cats-2, Two-1), root(ROOT-0, cats-2), acl(cats-2, standing-3), case(puddle-6, in-4), det(puddle-6, a-5), nmod:in(standing-3, puddle-6), punct(cats-2, ,-7), cc(cats-2, and-8), nsubj(has-10, one-9), conj:and(cats-2, has-10), det(ball-14, a-11), amod(ball-14, yellow-12), compound(ball-14, tennis-13), dobj(has-10, ball-14), punct(cats-2, .-15)] 	166
[det(man-2, A-1), nsubj(sends-3, man-2), root(ROOT-0, sends-3), det(order-6, a-4), compound(order-6, food-5), dobj(sends-3, order-6)] 	[det(businessman-2, A-1), nsubj(waiting-4, businessman-2), aux(waiting-4, is-3), root(ROOT-0, waiting-4), mark(order-6, to-5), xcomp(waiting-4, order-6), dobj(order-6, food-7), punct(waiting-4, .-8)] 	167
[det(band-2, The-1), nsubj(spotlights-6, band-2), cop(spotlights-6, is-3), case(spotlights-6, under-4), det(spotlights-6, the-5), root(ROOT-0, spotlights-6), punct(spotlights-6, .-7)] 	[det(band-2, The-1), nsubj(photo-7, band-2), cop(photo-7, is-3), neg(photo-7, not-4), case(photo-7, in-5), det(photo-7, the-6), root(ROOT-0, photo-7), punct(photo-7, .-8)] 	168
[det(woman-2, The-1), nsubj(working-7, woman-2), cc(woman-2, and-3), det(man-5, the-4), conj:and(woman-2, man-5), aux(working-7, are-6), root(ROOT-0, working-7), case(farm-10, on-8), det(farm-10, a-9), nmod:on(working-7, farm-10), punct(working-7, .-11)] 	[det(man-2, A-1), nsubj(working-7, man-2), cc(man-2, and-3), det(woman-5, a-4), conj:and(man-2, woman-5), aux(working-7, are-6), root(ROOT-0, working-7), case(garden-10, in-8), det(garden-10, a-9), nmod:in(working-7, garden-10), punct(working-7, .-11)] 	169
[det(man-2, The-1), nsubj(moves-3, man-2), root(ROOT-0, moves-3), det(table-5, a-4), dobj(moves-3, table-5), punct(moves-3, .-6)] 	[det(man-2, A-1), nsubj(keeps-3, man-2), root(ROOT-0, keeps-3), det(table-5, a-4), dobj(keeps-3, table-5), punct(keeps-3, .-6)] 	170
[det(child-2, A-1), nsubj(makes-3, child-2), root(ROOT-0, makes-3), det(prayer-5, a-4), dobj(makes-3, prayer-5), case(candle-9, before-6), det(candle-9, a-7), amod(candle-9, lit-8), nmod:before(makes-3, candle-9), punct(makes-3, .-10)] 	[det(woman-3, An-1), amod(woman-3, old-2), nsubj(blowing-5, woman-3), aux(blowing-5, is-4), root(ROOT-0, blowing-5), dobj(blowing-5, candles-6), case(cake-11, on-7), nmod:poss(cake-11, her-8), amod(cake-11, three-tiered-9), compound(cake-11, birthday-10), nmod:on(blowing-5, cake-11), punct(blowing-5, .-12)] 	171
[nummod(kids-7, Two-1), amod(kids-7, cute-2), cc(cute-2, and-3), advmod(dressed-5, well-4), conj:and(cute-2, dressed-5), amod(kids-7, asian-6), nsubj(standing-9, kids-7), aux(standing-9, are-8), root(ROOT-0, standing-9), case(tree-13, next-10), mwe(next-10, to-11), det(tree-13, a-12), nmod:next_to(standing-9, tree-13), punct(standing-9, .-14)] 	[nummod(girls-3, Two-1), amod(girls-3, little-2), nsubj(happy-5, girls-3), cop(happy-5, are-4), root(ROOT-0, happy-5), punct(happy-5, .-6)] 	172
[det(boy-2, A-1), nsubj(watching-10, boy-2), cc(boy-2, and-3), det(dog-5, a-4), conj:and(boy-2, dog-5), case(pier-8, on-6), det(pier-8, a-7), nmod:on(boy-2, pier-8), aux(watching-10, are-9), root(ROOT-0, watching-10), det(dog-12, another-11), nsubj(swim-13, dog-12), ccomp(watching-10, swim-13), case(distance-16, in-14), det(distance-16, the-15), nmod:in(swim-13, distance-16), punct(watching-10, .-17)] 	[det(boy-3, A-1), amod(boy-3, big-2), root(ROOT-0, boy-3), cc(boy-3, and-4), det(dog-6, a-5), conj:and(boy-3, dog-6), acl(dog-6, standing-7), case(dock-10, on-8), det(dock-10, a-9), nmod:on(standing-7, dock-10), acl(dock-10, watching-11), det(dog-13, another-12), nsubj(swim-14, dog-13), ccomp(watching-11, swim-14), case(water-17, in-15), det(water-17, the-16), nmod:in(swim-14, water-17), punct(boy-3, .-18)] 	173
[det(driver-2, A-1), nsubj(wears-3, driver-2), root(ROOT-0, wears-3), dobj(wears-3, blue-4)] 	[det(woman-2, A-1), nsubj(wearing-4, woman-2), aux(wearing-4, is-3), root(ROOT-0, wearing-4), det(shirt-7, a-5), amod(shirt-7, blue-6), dobj(wearing-4, shirt-7), cc(wearing-4, and-8), aux(riding-10, is-9), conj:and(wearing-4, riding-10), det(bicycle-12, a-11), dobj(riding-10, bicycle-12), punct(wearing-4, .-13)] 	174
[det(boy-3, The-1), amod(boy-3, little-2), nsubj(park-7, boy-3), cop(park-7, was-4), case(park-7, in-5), det(park-7, the-6), root(ROOT-0, park-7), punct(park-7, .-8)] 	[det(child-2, A-1), nsubj(leaving-4, child-2), aux(leaving-4, was-3), root(ROOT-0, leaving-4), det(park-6, the-5), dobj(leaving-4, park-6), punct(leaving-4, .-7)] 	175
[nummod(children-2, Two-1), nsubj(beach-6, children-2), cop(beach-6, are-3), case(beach-6, on-4), det(beach-6, the-5), root(ROOT-0, beach-6), punct(beach-6, .-7)] 	[nummod(girls-2, Two-1), nsubj(beach-6, girls-2), cop(beach-6, are-3), case(beach-6, on-4), det(beach-6, the-5), root(ROOT-0, beach-6), punct(beach-6, .-7)] 	176
[nummod(girls-2, Two-1), root(ROOT-0, girls-2), acl(girls-2, visiting-3), compound(York-5, New-4), dobj(visiting-3, York-5), punct(girls-2, .-6)] 	[det(girls-3, The-1), nummod(girls-3, two-2), nsubj(new-10, girls-3), nsubj(work-5, who-4), acl:relcl(girls-3, work-5), case(restaurant-8, in-6), det(restaurant-8, the-7), nmod:in(work-5, restaurant-8), cop(new-10, are-9), root(ROOT-0, new-10), punct(new-10, .-11)] 	177
[nummod(women-2, Two-1), nsubj(sitting-3, women-2), root(ROOT-0, sitting-3), case(eating-7, on-4), det(eating-7, a-5), compound(eating-7, bench-6), nmod:on(sitting-3, eating-7), punct(sitting-3, .-8)] 	[nummod(women-2, Five-1), nsubj(sitting-3, women-2), root(ROOT-0, sitting-3), case(bench-6, on-4), det(bench-6, a-5), nmod:on(sitting-3, bench-6), punct(sitting-3, .-7)] 	178
[case(door-3, Outside-1), det(door-3, a-2), root(ROOT-0, door-3), det(couple-5, a-4), nsubj(standing-8, couple-5), case(people-7, of-6), nmod:of(couple-5, people-7), acl:relcl(door-3, standing-8)] 	[nummod(people-2, Two-1), root(ROOT-0, people-2), acl(people-2, standing-3), case(door-6, outside-4), det(door-6, a-5), nmod:outside(standing-3, door-6), punct(people-2, .-7)] 	179
[nummod(men-2, Three-1), nsubj(get-3, men-2), root(ROOT-0, get-3), dobj(get-3, something-4), case(drum-8, out-5), mwe(out-5, of-6), det(drum-8, a-7), nmod:out_of(get-3, drum-8), punct(get-3, .-9)] 	[nummod(children-2, Two-1), nsubj(play-3, children-2), root(ROOT-0, play-3), case(tire-8, on-4), det(tire-8, a-5), amod(tire-8, large-6), compound(tire-8, swing-7), nmod:on(play-3, tire-8), punct(play-3, .-9)] 	180
[det(bartender-2, A-1), nsubj(preparing-4, bartender-2), aux(preparing-4, is-3), root(ROOT-0, preparing-4), dobj(preparing-4, drinks-5), case(customers-8, for-6), nmod:poss(customers-8, his-7), nmod:for(preparing-4, customers-8), punct(preparing-4, .-9)] 	[det(waitress-2, The-1), nsubj(giving-4, waitress-2), aux(giving-4, is-3), root(ROOT-0, giving-4), nmod:poss(customers-6, her-5), nsubj(drinks-8, customers-6), amod(drinks-8, free-7), dobj(giving-4, drinks-8), punct(giving-4, .-9)] 	181
[amod(people-2, Multiple-1), nsubj(do-3, people-2), root(ROOT-0, do-3), det(dance-5, a-4), dobj(do-3, dance-5), acl(dance-5, synchronized-6), case(jumps-8, with-7), nmod:with(synchronized-6, jumps-8), punct(do-3, .-9)] 	[nsubj(event-6, They-1), cop(event-6, are-2), case(event-6, at-3), det(event-6, a-4), compound(event-6, track-5), root(ROOT-0, event-6), punct(event-6, .-7)] 	182
[nsubj(talking-3, Students-1), aux(talking-3, are-2), root(ROOT-0, talking-3), case(debate-8, in-4), det(debate-8, a-5), compound(debate-8, gun-6), compound(debate-8, control-7), nmod:in(talking-3, debate-8), punct(talking-3, .-9)] 	[amod(people-2, Several-1), nsubj(queuing-4, people-2), aux(queuing-4, are-3), root(ROOT-0, queuing-4), case(counter-7, at-5), det(counter-7, a-6), nmod:at(queuing-4, counter-7), punct(queuing-4, .-8)] 	183
[det(man-2, A-1), nsubj(painting-7, man-2), case(beard-5, with-3), det(beard-5, a-4), nmod:with(man-2, beard-5), cop(painting-7, is-6), root(ROOT-0, painting-7), punct(painting-7, .-8)] 	[det(man-2, A-1), root(ROOT-0, man-2), case(painting-6, with-3), det(painting-6, a-4), compound(painting-6, beard-5), nmod:with(man-2, painting-6), punct(man-2, .-7)] 	184
[det(man-2, The-1), nsubj(wears-3, man-2), root(ROOT-0, wears-3), det(suit-6, a-4), amod(suit-6, green-5), dobj(wears-3, suit-6)] 	[det(man-2, The-1), nsubj(wears-3, man-2), root(ROOT-0, wears-3), det(suit-6, a-4), amod(suit-6, blue-5), dobj(wears-3, suit-6), punct(wears-3, .-7)] 	185
[det(people-2, These-1), nsubj(walking-4, people-2), aux(walking-4, are-3), root(ROOT-0, walking-4), case(field-7, through-5), det(field-7, a-6), nmod:through(walking-4, field-7), case(weeds-9, of-8), nmod:of(field-7, weeds-9), punct(walking-4, .-10)] 	[det(children-3, These-1), nummod(children-3, two-2), nsubj(running-8, children-3), cc(children-3, and-4), det(dog-6, the-5), conj:and(children-3, dog-6), aux(running-8, are-7), root(ROOT-0, running-8), case(field-12, through-9), det(field-12, a-10), compound(field-12, grass-11), nmod:through(running-8, field-12), punct(running-8, .-13)] 	186
[det(boy-2, A-1), nsubj(squats-3, boy-2), root(ROOT-0, squats-3), case(net-9, in-4), mwe(in-4, front-5), mwe(in-4, of-6), det(net-9, an-7), amod(net-9, empty-8), nmod:in_front_of(squats-3, net-9), case(castle-13, with-10), det(castle-13, an-11), amod(castle-13, inflatable-12), nmod:with(squats-3, castle-13), case(him-15, behind-14), nmod:behind(castle-13, him-15), punct(squats-3, .-16)] 	[det(boy-2, A-1), nsubj(squatting-4, boy-2), aux(squatting-4, is-3), root(ROOT-0, squatting-4), case(net-10, in-5), mwe(in-5, front-6), mwe(in-5, of-7), det(net-10, an-8), amod(net-10, empty-9), nmod:in_front_of(squatting-4, net-10), mark(standing-14, while-11), nsubj(standing-14, others-12), aux(standing-14, are-13), advcl(squatting-4, standing-14), case(castle-18, around-15), det(castle-18, an-16), amod(castle-18, inflatable-17), nmod:around(standing-14, castle-18), case(him-20, behind-19), nmod:behind(standing-14, him-20), punct(squatting-4, .-21)] 	187
[nummod(women-2, Two-1), nsubj(smiling-4, women-2), aux(smiling-4, are-3), root(ROOT-0, smiling-4), advmod(smiling-4, together-5), punct(smiling-4, .-6)] 	[expl(are-2, There-1), root(ROOT-0, are-2), nummod(women-4, two-3), nsubj(dancing-5, women-4), nsubj(are-2, dancing-5), punct(are-2, .-6)] 	188
[nummod(children-2, Two-1), nsubj(sandbox-6, children-2), cop(sandbox-6, are-3), case(sandbox-6, in-4), det(sandbox-6, a-5), root(ROOT-0, sandbox-6), punct(sandbox-6, .-7)] 	[det(children-2, The-1), nsubj(sandbox-6, children-2), cop(sandbox-6, are-3), case(sandbox-6, in-4), det(sandbox-6, a-5), root(ROOT-0, sandbox-6), punct(sandbox-6, .-7)] 	189
[det(boy-2, A-1), nsubj(riding-4, boy-2), aux(riding-4, is-3), root(ROOT-0, riding-4), dobj(riding-4, skateboard-5), punct(riding-4, .-6)] 	[expl('s-2, There-1), root(ROOT-0, 's-2), det(boy-4, a-3), nsubj('s-2, boy-4), acl(boy-4, riding-5), det(skateboard-7, a-6), dobj(riding-5, skateboard-7), advmod(riding-5, outside-8), punct('s-2, .-9)] 	190
[det(woman-3, An-1), amod(woman-3, old-2), nsubj(sewing-5, woman-3), aux(sewing-5, is-4), root(ROOT-0, sewing-5), det(sweater-8, a-6), amod(sweater-8, new-7), dobj(sewing-5, sweater-8), case(room-12, in-9), nmod:poss(room-12, her-10), amod(room-12, living-11), nmod:in(sewing-5, room-12), punct(sewing-5, .-13)] 	[det(girl-2, A-1), nsubj(suit-6, girl-2), cop(suit-6, is-3), det(suit-6, a-4), compound(suit-6, pinstripe-5), root(ROOT-0, suit-6), aux(standing-8, is-7), acl(suit-6, standing-8), case(kitchen-13, in-9), nmod:poss(mother-11, her-10), nmod:poss(kitchen-13, mother-11), case(mother-11, 's-12), nmod:in(standing-8, kitchen-13), punct(suit-6, ,-14), acl(suit-6, wishing-15), nsubj(home-18, she-16), cop(home-18, were-17), ccomp(wishing-15, home-18), punct(suit-6, .-19)] 	191
[det(children-2, All-1), nsubj(hang-3, children-2), root(ROOT-0, hang-3), compound:prt(hang-3, out-4), case(room-8, in-5), det(room-8, the-6), compound(room-8, games-7), nmod:in(hang-3, room-8)] 	[det(people-2, Some-1), nsubj(hang-3, people-2), root(ROOT-0, hang-3), compound:prt(hang-3, out-4), case(alley-8, at-5), det(alley-8, the-6), compound(alley-8, bowling-7), nmod:at(hang-3, alley-8), punct(hang-3, .-9)] 	192
[det(group-2, A-1), nsubj(playing-6, group-2), case(girls-4, of-3), nmod:of(group-2, girls-4), aux(playing-6, are-5), root(ROOT-0, playing-6), case(dumpster-9, in-7), det(dumpster-9, a-8), nmod:in(playing-6, dumpster-9), punct(playing-6, .-10)] 	[det(group-2, A-1), nsubj(playing-6, group-2), case(children-4, of-3), nmod:of(group-2, children-4), aux(playing-6, are-5), root(ROOT-0, playing-6), case(water-9, in-7), det(water-9, the-8), nmod:in(playing-6, water-9), punct(playing-6, .-10)] 	193
[expl(are-2, There-1), root(ROOT-0, are-2), nummod(people-4, two-3), nsubj(are-2, people-4), punct(people-4, ,-5), appos(people-4, one-6), case(them-8, of-7), nmod:of(one-6, them-8), det(husband-10, a-9), dep(them-8, husband-10), cc(husband-10, and-11), nummod(wife-14, one-12), nmod:poss(wife-14, his-13), conj:and(husband-10, wife-14), punct(people-4, ,-15), acl(people-4, leaving-16), det(store-18, the-17), dobj(leaving-16, store-18), punct(are-2, .-19)] 	[expl(are-2, There-1), root(ROOT-0, are-2), nummod(people-4, two-3), nsubj(are-2, people-4), punct(people-4, ,-5), det(man-7, a-6), appos(people-4, man-7), cc(man-7, and-8), det(woman-10, a-9), conj:and(man-7, woman-10), punct(people-4, ,-11), acl(people-4, sitting-12), case(bus-15, on-13), det(bus-15, a-14), nmod:on(sitting-12, bus-15)] 	194
[compound(France-3, Groupe-1), compound(France-3, Air-2), nsubj(prepares-4, France-3), root(ROOT-0, prepares-4), det(train-6, a-5), dobj(prepares-4, train-6), case(trip-9, for-7), det(trip-9, a-8), nmod:for(prepares-4, trip-9)] 	[nsubj(take-2, They-1), root(ROOT-0, take-2), det(ride-4, a-3), dobj(take-2, ride-4), case(balloon-9, on-5), det(balloon-9, the-6), amod(balloon-9, hot-7), compound(balloon-9, air-8), nmod:on(ride-4, balloon-9), case(atlantic-12, over-10), det(atlantic-12, the-11), nmod:over(take-2, atlantic-12)] 	195
[det(volunteers-2, Some-1), nsubj(help-3, volunteers-2), root(ROOT-0, help-3), ccomp(help-3, clean-4), compound:prt(clean-4, up-5), case(meter-9, next-6), mwe(next-6, to-7), det(meter-9, a-8), nmod:next_to(clean-4, meter-9), punct(help-3, .-10)] 	[det(workers-2, The-1), nsubj(volunteer-3, workers-2), root(ROOT-0, volunteer-3), mark(clean-5, to-4), xcomp(volunteer-3, clean-5), det(subway-7, the-6), dobj(clean-5, subway-7), punct(volunteer-3, .-8)] 	196
[det(woman-2, A-1), root(ROOT-0, woman-2), acl(woman-2, milking-3), det(cow-5, a-4), dobj(milking-3, cow-5), punct(woman-2, .-6)] 	[det(woman-2, A-1), nsubj(pushes-3, woman-2), root(ROOT-0, pushes-3), det(cart-5, a-4), dobj(pushes-3, cart-5), punct(pushes-3, .-6)] 	197
[det(boy-3, A-1), amod(boy-3, little-2), nsubj(holding-5, boy-3), aux(holding-5, is-4), root(ROOT-0, holding-5), dobj(holding-5, hands-6), case(someone-8, with-7), nmod:with(holding-5, someone-8), punct(holding-5, .-9)] 	[det(girl-3, The-1), amod(girl-3, little-2), nsubj(holding-5, girl-3), aux(holding-5, is-4), root(ROOT-0, holding-5), dobj(holding-5, hands-6), case(someone-8, with-7), nmod:with(holding-5, someone-8), punct(holding-5, .-9)] 	198
[det(girl-2, The-1), nsubj(walking-4, girl-2), aux(walking-4, is-3), root(ROOT-0, walking-4), case(school-6, to-5), nmod:to(walking-4, school-6), case(rain-9, in-7), det(rain-9, the-8), nmod:in(walking-4, rain-9), punct(walking-4, .-10)] 	[det(girl-2, The-1), nsubj(playing-4, girl-2), aux(playing-4, is-3), root(ROOT-0, playing-4), advmod(playing-4, outside-5), case(snow-8, in-6), det(snow-8, the-7), nmod:in(playing-4, snow-8), punct(playing-4, .-9)] 	199
[nsubj(hiking-2, People-1), root(ROOT-0, hiking-2), case(icy-5, through-3), det(icy-5, an-4), nmod:through(hiking-2, icy-5), cc(icy-5, and-6), amod(landscape-8, mountainous-7), conj:and(icy-5, landscape-8), punct(hiking-2, .-9)] 	[nsubj(hiking-3, People-1), aux(hiking-3, are-2), root(ROOT-0, hiking-3), case(beach-6, on-4), det(beach-6, a-5), nmod:on(hiking-3, beach-6), punct(hiking-3, .-7)] 	200
[amod(people-2, Tall-1), nsubj(sleeping-3, people-2), root(ROOT-0, sleeping-3)] 	[amod(people-2, Tall-1), nsubj(walking-3, people-2), root(ROOT-0, walking-3)] 	201
[det(woman-2, A-1), nsubj(sitting-4, woman-2), aux(sitting-4, is-3), root(ROOT-0, sitting-4), mark(talking-6, while-5), advcl(sitting-4, talking-6), case(man-10, to-7), det(man-10, a-8), amod(man-10, shirtless-9), nmod:to(talking-6, man-10), nsubj(met-14, she-11), aux(met-14, has-12), advmod(met-14, just-13), acl:relcl(man-10, met-14)] 	[det(woman-2, A-1), nsubj(sitting-4, woman-2), aux(sitting-4, is-3), root(ROOT-0, sitting-4), mark(talking-6, while-5), advcl(sitting-4, talking-6), case(man-10, to-7), det(man-10, a-8), amod(man-10, shirtless-9), nmod:to(talking-6, man-10), punct(sitting-4, .-11)] 	202
[det(bout-3, A-1), compound(bout-3, hockey-2), nsubj(explodes-4, bout-3), root(ROOT-0, explodes-4), punct(explodes-4, .-5)] 	[det(fight-2, A-1), nsubj(explodes-7, fight-2), case(game-6, in-3), det(game-6, a-4), compound(game-6, hockey-5), nmod:in(fight-2, game-6), root(ROOT-0, explodes-7)] 	203
[expl(is-2, There-1), root(ROOT-0, is-2), det(dog-7, a-3), amod(dog-7, black-4), cc(black-4, and-5), conj:and(black-4, white-6), nsubj(is-2, dog-7), acl(dog-7, running-8), case(doormat-11, on-9), det(doormat-11, a-10), nmod:on(running-8, doormat-11), case(man-14, with-12), det(man-14, a-13), nmod:with(doormat-11, man-14), case(shirt-18, in-15), det(shirt-18, a-16), amod(shirt-18, blue-17), nmod:in(man-14, shirt-18), acl(shirt-18, looking-19), punct(is-2, .-20)] 	[det(dog-2, A-1), nsubj(stands-3, dog-2), root(ROOT-0, stands-3), case(man-7, next-4), mwe(next-4, to-5), det(man-7, a-6), nmod:next_to(stands-3, man-7), case(shorts-9, in-8), nmod:in(man-7, shorts-9), cc(shorts-9, and-10), det(shirt-15, a-11), amod(shirt-15, blue-12), cc(blue-12, and-13), conj:and(blue-12, white-14), conj:and(shorts-9, shirt-15), punct(stands-3, .-16)] 	204
[nsubj(preparing-2, Men-1), root(ROOT-0, preparing-2), mark(take-4, to-3), xcomp(preparing-2, take-4), det(bath-6, a-5), dobj(take-4, bath-6), case(ocean-9, in-7), det(ocean-9, the-8), nmod:in(take-4, ocean-9), punct(preparing-2, .-10)] 	[det(dog-3, A-1), amod(dog-3, snowy-2), nsubj(tries-8, dog-3), amod(dog-3, up-4), case(belly-7, to-5), nmod:poss(belly-7, his-6), nmod:to(up-4, belly-7), root(ROOT-0, tries-8), mark(move-10, to-9), xcomp(tries-8, move-10), punct(tries-8, .-11)] 	205
[det(woman-2, A-1), nsubj(drags-3, woman-2), root(ROOT-0, drags-3), det(Lobero-6, an-4), amod(Lobero-6, Irish-5), dobj(drags-3, Lobero-6)] 	[det(soldier-2, The-1), nsubj(girl-5, soldier-2), cop(girl-5, is-3), det(girl-5, a-4), root(ROOT-0, girl-5)] 	206
[nsubj(boat-5, People-1), cop(boat-5, are-2), case(boat-5, in-3), det(boat-5, a-4), root(ROOT-0, boat-5), punct(boat-5, .-6)] 	[expl(are-2, There-1), root(ROOT-0, are-2), nsubj(are-2, people-3), case(boat-6, in-4), det(boat-6, a-5), nmod:in(people-3, boat-6), punct(are-2, .-7)] 	207
[det(girl-3, A-1), amod(girl-3, little-2), nsubj(playing-5, girl-3), aux(playing-5, is-4), root(ROOT-0, playing-5), advmod(playing-5, outside-6), punct(playing-5, .-7)] 	[det(girl-3, A-1), amod(girl-3, little-2), nsubj(playing-5, girl-3), aux(playing-5, is-4), root(ROOT-0, playing-5), advmod(playing-5, outside-6), punct(playing-5, .-7)] 	208
[det(boy-3, A-1), amod(boy-3, little-2), nsubj(removes-4, boy-3), root(ROOT-0, removes-4), det:predet(clothes-7, all-5), nmod:poss(clothes-7, his-6), dobj(removes-4, clothes-7), punct(removes-4, .-8)] 	[det(woman-2, A-1), nsubj(stands-8, woman-2), case(shirt-7, in-3), det(shirt-7, a-4), amod(shirt-7, tight-5), amod(shirt-7, blue-6), nmod:in(woman-2, shirt-7), root(ROOT-0, stands-8), mark(released-14, as-9), mwe(as-9, if-10), nsubjpass(released-14, she-11), auxpass(released-14, 's-12), advmod(released-14, just-13), advcl(stands-8, released-14), dobj(released-14, something-15), case(hand-18, from-16), nmod:poss(hand-18, her-17), nmod:from(released-14, hand-18), punct(stands-8, .-19)] 	209
[nummod(boys-2, Two-1), root(ROOT-0, boys-2), acl(boys-2, playing-3), dobj(playing-3, guitar-4), case(woman-7, with-5), det(woman-7, a-6), nmod:with(playing-3, woman-7), acl(woman-7, singing-8), cc(singing-8, and-9), conj:and(singing-8, playing-10), det(standing-13, a-11), compound(standing-13, tambourine-12), dobj(singing-8, standing-13), case(them-16, next-14), mwe(next-14, to-15), nmod:next_to(standing-13, them-16), punct(boys-2, .-17)] 	[nummod(boys-2, Two-1), root(ROOT-0, boys-2), acl(boys-2, playing-3), dobj(playing-3, guitar-4), case(woman-7, with-5), det(woman-7, a-6), nmod:with(playing-3, woman-7), acl(woman-7, standing-8), case(them-11, next-9), mwe(next-9, to-10), nmod:next_to(standing-8, them-11), punct(boys-2, .-12)] 	210
[det(snowboarder-2, The-1), nsubj(trick-5, snowboarder-2), aux(trick-5, does-3), det(trick-5, a-4), root(ROOT-0, trick-5), punct(trick-5, .-6)] 	[det(snowboarder-2, The-1), nsubj(trick-5, snowboarder-2), aux(trick-5, did-3), det(trick-5, a-4), root(ROOT-0, trick-5), punct(trick-5, .-6)] 	211
[det(group-2, A-1), nsubj(sitting-6, group-2), case(people-4, of-3), nmod:of(group-2, people-4), aux(sitting-6, is-5), root(ROOT-0, sitting-6), case(bar-9, in-7), det(bar-9, a-8), nmod:in(sitting-6, bar-9), punct(sitting-6, .-10)] 	[det(group-2, A-1), nsubj(standing-6, group-2), case(people-4, of-3), nmod:of(group-2, people-4), aux(standing-6, is-5), root(ROOT-0, standing-6), case(bar-9, in-7), det(bar-9, a-8), nmod:in(standing-6, bar-9), punct(standing-6, .-10)] 	212
[det(group-2, A-1), root(ROOT-0, group-2), case(people-5, of-3), amod(people-5, several-4), nmod:of(group-2, people-5), acl(people-5, sitting-6), case(floor-9, on-7), det(floor-9, the-8), nmod:on(sitting-6, floor-9), case(building-12, inside-10), det(building-12, a-11), nmod:inside(sitting-6, building-12)] 	[det(group-2, A-1), nsubj(sitting-6, group-2), case(people-4, of-3), nmod:of(group-2, people-4), aux(sitting-6, is-5), root(ROOT-0, sitting-6), case(ledge-9, on-7), det(ledge-9, a-8), nmod:on(sitting-6, ledge-9), case(building-14, in-10), mwe(in-10, front-11), mwe(in-10, of-12), det(building-14, a-13), nmod:in_front_of(ledge-9, building-14), punct(sitting-6, .-15)] 	213
[det(woman-2, A-1), nsubj(is-4, woman-2), acl(woman-2, blindfolded-3), root(ROOT-0, is-4), case(knees-7, on-5), nmod:poss(knees-7, her-6), nmod:on(is-4, knees-7), punct(is-4, .-8)] 	[advmod(rests-5, Tired-1), punct(rests-5, ,-2), det(woman-4, the-3), nsubj(rests-5, woman-4), root(ROOT-0, rests-5), nmod:poss(head-7, her-6), dobj(rests-5, head-7), case(backpack-10, in-8), nmod:poss(backpack-10, her-9), nmod:in(head-7, backpack-10), mark(lying-12, while-11), advcl(rests-5, lying-12), compound:prt(lying-12, down-13), punct(rests-5, .-14)] 	214
